0.010041,0.009869,0.009243,0.009606,0.010041,0.010858,0.011245,0.011545,0.010539,0.011321,0.011245,0.012401,0.013522,0.014139,0.012941,0.013957,0.013522,0.014847,0.004891,0.004528,0.002923,0.003922,0.004891,0.006404,0.007039,0.007509,0.005846,0.007160,0.007039,0.008769,0.010293,0.011092,0.009516,0.010858,0.010293,0.011981,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014673,0.013710,0.014139,0.013522,0.014673,0.014438,0.013006,0.012332,0.012401,0.012122,0.013006,0.013137,0.012401,0.012122,0.011765,0.011909,0.012401,0.012941,0.009516,0.008769,0.006665,0.006404,0.005390,0.005990,0.010779,0.010620,0.008370,0.008769,0.007395,0.008472,0.013137,0.013395,0.011245,0.011981,0.010539,0.011765,0.010293,0.009606,0.007733,0.007509,0.006665,0.007160,0.011471,0.011321,0.009243,0.009606,0.008370,0.009335,0.013710,0.013957,0.011909,0.012606,0.011245,0.012401
0.011765,0.011471,0.010620,0.010779,0.010858,0.011471,0.012808,0.012941,0.011765,0.012332,0.011981,0.012941,0.014847,0.015300,0.013957,0.014789,0.014139,0.015300,0.005546,0.004891,0.002264,0.002923,0.003202,0.004891,0.007509,0.007733,0.005546,0.006665,0.005990,0.007733,0.010620,0.011245,0.009335,0.010539,0.009606,0.011245,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015795,0.014673,0.014961,0.014139,0.015132,0.014673,0.013896,0.013006,0.012941,0.012401,0.013137,0.013006,0.012941,0.012401,0.011909,0.011765,0.012122,0.012401,0.011321,0.010539,0.008472,0.008058,0.006792,0.007039,0.012401,0.012122,0.009869,0.010041,0.008472,0.009243,0.014497,0.014615,0.012401,0.012941,0.011321,0.012332,0.010620,0.009782,0.007509,0.007039,0.005546,0.005846,0.011765,0.011471,0.009056,0.009243,0.007509,0.008370,0.013957,0.014079,0.011765,0.012332,0.010620,0.011692
0.012122,0.011545,0.010041,0.009869,0.009243,0.009606,0.013137,0.013006,0.011245,0.011545,0.010539,0.011321,0.015132,0.015356,0.013522,0.014139,0.012941,0.013957,0.008370,0.007509,0.004891,0.004528,0.002923,0.003922,0.009782,0.009606,0.007039,0.007509,0.005846,0.007160,0.012332,0.012606,0.010293,0.011092,0.009516,0.010858,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016169,0.014961,0.014673,0.013710,0.014139,0.013522,0.014673,0.013710,0.013006,0.012332,0.012401,0.012122,0.014139,0.013522,0.012401,0.012122,0.011765,0.011909,0.012122,0.011545,0.010041,0.009869,0.009243,0.009606,0.013137,0.013006,0.011245,0.011545,0.010539,0.011321,0.015132,0.015356,0.013522,0.014139,0.012941,0.013957,0.008370,0.007509,0.004891,0.004528,0.002923,0.003922,0.009782,0.009606,0.007039,0.007509,0.005846,0.007160,0.012332,0.012606,0.010293,0.011092,0.009516,0.010858
0.013957,0.013331,0.011765,0.011471,0.010620,0.010779,0.014847,0.014615,0.012808,0.012941,0.011765,0.012332,0.016638,0.016740,0.014847,0.015300,0.013957,0.014789,0.009335,0.008370,0.005546,0.004891,0.002264,0.002923,0.010620,0.010293,0.007509,0.007733,0.005546,0.006665,0.013006,0.013137,0.010620,0.011245,0.009335,0.010539,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017489,0.016169,0.015795,0.014673,0.014961,0.014139,0.015795,0.014673,0.013896,0.013006,0.012941,0.012401,0.014961,0.014139,0.012941,0.012401,0.011909,0.011765,0.013957,0.013331,0.011765,0.011471,0.010620,0.010779,0.014847,0.014615,0.012808,0.012941,0.011765,0.012332,0.016638,0.016740,0.014847,0.015300,0.013957,0.014789,0.009335,0.008370,0.005546,0.004891,0.002264,0.002923,0.010620,0.010293,0.007509,0.007733,0.005546,0.006665,0.013006,0.013137,0.010620,0.011245,0.009335,0.010539
0.010539,0.009335,0.011245,0.010620,0.013137,0.013006,0.006665,0.005546,0.007733,0.007509,0.010293,0.010620,0.002923,0.002264,0.004891,0.005546,0.008370,0.009335,0.014789,0.013957,0.015300,0.014847,0.016740,0.016638,0.012332,0.011765,0.012941,0.012808,0.014615,0.014847,0.010779,0.010620,0.011471,0.011765,0.013331,0.013957,0.011765,0.011909,0.012401,0.012941,0.014139,0.014961,0.012401,0.012941,0.013006,0.013896,0.014673,0.015795,0.014139,0.014961,0.014673,0.015795,0.016169,0.017489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010539,0.009335,0.011245,0.010620,0.013137,0.013006,0.006665,0.005546,0.007733,0.007509,0.010293,0.010620,0.002923,0.002264,0.004891,0.005546,0.008370,0.009335,0.014789,0.013957,0.015300,0.014847,0.016740,0.016638,0.012332,0.011765,0.012941,0.012808,0.014615,0.014847,0.010779,0.010620,0.011471,0.011765,0.013331,0.013957
0.010858,0.009516,0.011092,0.010293,0.012606,0.012332,0.007160,0.005846,0.007509,0.007039,0.009606,0.009782,0.003922,0.002923,0.004528,0.004891,0.007509,0.008370,0.013957,0.012941,0.014139,0.013522,0.015356,0.015132,0.011321,0.010539,0.011545,0.011245,0.013006,0.013137,0.009606,0.009243,0.009869,0.010041,0.011545,0.012122,0.011909,0.011765,0.012122,0.012401,0.013522,0.014139,0.012122,0.012401,0.012332,0.013006,0.013710,0.014673,0.013522,0.014139,0.013710,0.014673,0.014961,0.016169,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010858,0.009516,0.011092,0.010293,0.012606,0.012332,0.007160,0.005846,0.007509,0.007039,0.009606,0.009782,0.003922,0.002923,0.004528,0.004891,0.007509,0.008370,0.013957,0.012941,0.014139,0.013522,0.015356,0.015132,0.011321,0.010539,0.011545,0.011245,0.013006,0.013137,0.009606,0.009243,0.009869,0.010041,0.011545,0.012122
0.011245,0.009606,0.010539,0.009335,0.011245,0.010620,0.007733,0.005990,0.006665,0.005546,0.007733,0.007509,0.004891,0.003202,0.002923,0.002264,0.004891,0.005546,0.015300,0.014139,0.014789,0.013957,0.015300,0.014847,0.012941,0.011981,0.012332,0.011765,0.012941,0.012808,0.011471,0.010858,0.010779,0.010620,0.011471,0.011765,0.012401,0.012122,0.011765,0.011909,0.012401,0.012941,0.013006,0.013137,0.012401,0.012941,0.013006,0.013896,0.014673,0.015132,0.014139,0.014961,0.014673,0.015795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011692,0.010620,0.012332,0.011765,0.014079,0.013957,0.008370,0.007509,0.009243,0.009056,0.011471,0.011765,0.005846,0.005546,0.007039,0.007509,0.009782,0.010620,0.012332,0.011321,0.012941,0.012401,0.014615,0.014497,0.009243,0.008472,0.010041,0.009869,0.012122,0.012401,0.007039,0.006792,0.008058,0.008472,0.010539,0.011321
0.011981,0.010293,0.010858,0.009516,0.011092,0.010293,0.008769,0.007039,0.007160,0.005846,0.007509,0.007039,0.006404,0.004891,0.003922,0.002923,0.004528,0.004891,0.014847,0.013522,0.013957,0.012941,0.014139,0.013522,0.012401,0.011245,0.011321,0.010539,0.011545,0.011245,0.010858,0.010041,0.009606,0.009243,0.009869,0.010041,0.012941,0.012401,0.011909,0.011765,0.012122,0.012401,0.013137,0.013006,0.012122,0.012401,0.012332,0.013006,0.014438,0.014673,0.013522,0.014139,0.013710,0.014673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012401,0.011245,0.012606,0.011909,0.013957,0.013710,0.009335,0.008370,0.009606,0.009243,0.011321,0.011471,0.007160,0.006665,0.007509,0.007733,0.009606,0.010293,0.011765,0.010539,0.011981,0.011245,0.013395,0.013137,0.008472,0.007395,0.008769,0.008370,0.010620,0.010779,0.005990,0.005390,0.006404,0.006665,0.008769,0.009516
0.013137,0.011321,0.011245,0.009606,0.010539,0.009335,0.010293,0.008472,0.007733,0.005990,0.006665,0.005546,0.008370,0.006792,0.004891,0.003202,0.002923,0.002264,0.016740,0.015356,0.015300,0.014139,0.014789,0.013957,0.014615,0.013395,0.012941,0.011981,0.012332,0.011765,0.013331,0.012401,0.011471,0.010858,0.010779,0.010620,0.014139,0.013522,0.012401,0.012122,0.011765,0.011909,0.014673,0.014438,0.013006,0.013137,0.012401,0.012941,0.016169,0.016274,0.014673,0.015132,0.014139,0.014961,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013896,0.013006,0.014438,0.013957,0.015956,0.015849,0.011245,0.010620,0.011909,0.011765,0.013710,0.013957,0.009516,0.009335,0.010293,0.010620,0.012332,0.013006,0.010779,0.009606,0.011471,0.010858,0.013331,0.013202,0.007039,0.005990,0.008058,0.007843,0.010539,0.010858,0.003697,0.003202,0.005390,0.005990,0.008671,0.009606
0.014139,0.012332,0.011981,0.010293,0.010858,0.009516,0.011545,0.009782,0.008769,0.007039,0.007160,0.005846,0.009869,0.008370,0.006404,0.004891,0.003922,0.002923,0.016638,0.015132,0.014847,0.013522,0.013957,0.012941,0.014497,0.013137,0.012401,0.011245,0.011321,0.010539,0.013202,0.012122,0.010858,0.010041,0.009606,0.009243,0.014961,0.014139,0.012941,0.012401,0.011909,0.011765,0.015132,0.014673,0.013137,0.013006,0.012122,0.012401,0.016274,0.016169,0.014438,0.014673,0.013522,0.014139,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014847,0.013896,0.015018,0.014438,0.016169,0.015956,0.012401,0.011692,0.012606,0.012332,0.013957,0.014079,0.010858,0.010539,0.011092,0.011245,0.012606,0.013137,0.010620,0.009243,0.010858,0.010041,0.012401,0.012122,0.006792,0.005390,0.007160,0.006665,0.009335,0.009516,0.003202,0.001849,0.003922,0.004335,0.007160,0.008058
0.011692,0.010620,0.012332,0.011765,0.014079,0.013957,0.008370,0.007509,0.009243,0.009056,0.011471,0.011765,0.005846,0.005546,0.007039,0.007509,0.009782,0.010620,0.012332,0.011321,0.012941,0.012401,0.014615,0.014497,0.009243,0.008472,0.010041,0.009869,0.012122,0.012401,0.007039,0.006792,0.008058,0.008472,0.010539,0.011321,0.012401,0.012122,0.013006,0.013137,0.014673,0.015132,0.011765,0.011909,0.012401,0.012941,0.014139,0.014961,0.012401,0.012941,0.013006,0.013896,0.014673,0.015795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011245,0.009606,0.010539,0.009335,0.011245,0.010620,0.007733,0.005990,0.006665,0.005546,0.007733,0.007509,0.004891,0.003202,0.002923,0.002264,0.004891,0.005546,0.015300,0.014139,0.014789,0.013957,0.015300,0.014847,0.012941,0.011981,0.012332,0.011765,0.012941,0.012808,0.011471,0.010858,0.010779,0.010620,0.011471,0.011765
0.012401,0.011245,0.012606,0.011909,0.013957,0.013710,0.009335,0.008370,0.009606,0.009243,0.011321,0.011471,0.007160,0.006665,0.007509,0.007733,0.009606,0.010293,0.011765,0.010539,0.011981,0.011245,0.013395,0.013137,0.008472,0.007395,0.008769,0.008370,0.010620,0.010779,0.005990,0.005390,0.006404,0.006665,0.008769,0.009516,0.012941,0.012401,0.013137,0.013006,0.014438,0.014673,0.011909,0.011765,0.012122,0.012401,0.013522,0.014139,0.012122,0.012401,0.012332,0.013006,0.013710,0.014673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011981,0.010293,0.010858,0.009516,0.011092,0.010293,0.008769,0.007039,0.007160,0.005846,0.007509,0.007039,0.006404,0.004891,0.003922,0.002923,0.004528,0.004891,0.014847,0.013522,0.013957,0.012941,0.014139,0.013522,0.012401,0.011245,0.011321,0.010539,0.011545,0.011245,0.010858,0.010041,0.009606,0.009243,0.009869,0.010041
0.012332,0.010858,0.011692,0.010620,0.012332,0.011765,0.009243,0.007843,0.008370,0.007509,0.009243,0.009056,0.007039,0.005990,0.005846,0.005546,0.007039,0.007509,0.012941,0.011545,0.012332,0.011321,0.012941,0.012401,0.010041,0.008769,0.009243,0.008472,0.010041,0.009869,0.008058,0.007160,0.007039,0.006792,0.008058,0.008472,0.013006,0.012332,0.012401,0.012122,0.013006,0.013137,0.012401,0.012122,0.011765,0.011909,0.012401,0.012941,0.013006,0.013137,0.012401,0.012941,0.013006,0.013896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012332,0.010858,0.011692,0.010620,0.012332,0.011765,0.009243,0.007843,0.008370,0.007509,0.009243,0.009056,0.007039,0.005990,0.005846,0.005546,0.007039,0.007509,0.012941,0.011545,0.012332,0.011321,0.012941,0.012401,0.010041,0.008769,0.009243,0.008472,0.010041,0.009869,0.008058,0.007160,0.007039,0.006792,0.008058,0.008472
0.013395,0.011909,0.012401,0.011245,0.012606,0.011909,0.010620,0.009243,0.009335,0.008370,0.009606,0.009243,0.008769,0.007733,0.007160,0.006665,0.007509,0.007733,0.012808,0.011245,0.011765,0.010539,0.011981,0.011245,0.009869,0.008370,0.008472,0.007395,0.008769,0.008370,0.007843,0.006665,0.005990,0.005390,0.006404,0.006665,0.013896,0.013006,0.012941,0.012401,0.013137,0.013006,0.012941,0.012401,0.011909,0.011765,0.012122,0.012401,0.013137,0.013006,0.012122,0.012401,0.012332,0.013006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013395,0.011909,0.012401,0.011245,0.012606,0.011909,0.010620,0.009243,0.009335,0.008370,0.009606,0.009243,0.008769,0.007733,0.007160,0.006665,0.007509,0.007733,0.012808,0.011245,0.011765,0.010539,0.011981,0.011245,0.009869,0.008370,0.008472,0.007395,0.008769,0.008370,0.007843,0.006665,0.005990,0.005390,0.006404,0.006665
0.014079,0.012401,0.012332,0.010858,0.011692,0.010620,0.011471,0.009869,0.009243,0.007843,0.008370,0.007509,0.009782,0.008472,0.007039,0.005990,0.005846,0.005546,0.014615,0.013006,0.012941,0.011545,0.012332,0.011321,0.012122,0.010620,0.010041,0.008769,0.009243,0.008472,0.010539,0.009335,0.008058,0.007160,0.007039,0.006792,0.014673,0.013710,0.013006,0.012332,0.012401,0.012122,0.014139,0.013522,0.012401,0.012122,0.011765,0.011909,0.014673,0.014438,0.013006,0.013137,0.012401,0.012941,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014438,0.013202,0.013896,0.013006,0.014438,0.013957,0.011909,0.010858,0.011245,0.010620,0.011909,0.011765,0.010293,0.009606,0.009516,0.009335,0.010293,0.010620,0.011471,0.009869,0.010779,0.009606,0.011471,0.010858,0.008058,0.006404,0.007039,0.005990,0.008058,0.007843,0.005390,0.003922,0.003697,0.003202,0.005390,0.005990
0.015356,0.013710,0.013395,0.011909,0.012401,0.011245,0.013006,0.011471,0.010620,0.009243,0.009335,0.008370,0.011545,0.010293,0.008769,0.007733,0.007160,0.006665,0.014847,0.013137,0.012808,0.011245,0.011765,0.010539,0.012401,0.010779,0.009869,0.008370,0.008472,0.007395,0.010858,0.009516,0.007843,0.006665,0.005990,0.005390,0.015795,0.014673,0.013896,0.013006,0.012941,0.012401,0.014961,0.014139,0.012941,0.012401,0.011909,0.011765,0.015132,0.014673,0.013137,0.013006,0.012122,0.012401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015686,0.014438,0.014847,0.013896,0.015018,0.014438,0.013395,0.012332,0.012401,0.011692,0.012606,0.012332,0.011981,0.011245,0.010858,0.010539,0.011092,0.011245,0.011765,0.010041,0.010620,0.009243,0.010858,0.010041,0.008472,0.006665,0.006792,0.005390,0.007160,0.006665,0.005990,0.004335,0.003202,0.001849,0.003922,0.004335
0.013896,0.013006,0.014438,0.013957,0.015956,0.015849,0.011245,0.010620,0.011909,0.011765,0.013710,0.013957,0.009516,0.009335,0.010293,0.010620,0.012332,0.013006,0.010779,0.009606,0.011471,0.010858,0.013331,0.013202,0.007039,0.005990,0.008058,0.007843,0.010539,0.010858,0.003697,0.003202,0.005390,0.005990,0.008671,0.009606,0.014139,0.013522,0.014673,0.014438,0.016169,0.016274,0.012401,0.012122,0.013006,0.013137,0.014673,0.015132,0.011765,0.011909,0.012401,0.012941,0.014139,0.014961,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013137,0.011321,0.011245,0.009606,0.010539,0.009335,0.010293,0.008472,0.007733,0.005990,0.006665,0.005546,0.008370,0.006792,0.004891,0.003202,0.002923,0.002264,0.016740,0.015356,0.015300,0.014139,0.014789,0.013957,0.014615,0.013395,0.012941,0.011981,0.012332,0.011765,0.013331,0.012401,0.011471,0.010858,0.010779,0.010620
0.014847,0.013896,0.015018,0.014438,0.016169,0.015956,0.012401,0.011692,0.012606,0.012332,0.013957,0.014079,0.010858,0.010539,0.011092,0.011245,0.012606,0.013137,0.010620,0.009243,0.010858,0.010041,0.012401,0.012122,0.006792,0.005390,0.007160,0.006665,0.009335,0.009516,0.003202,0.001849,0.003922,0.004335,0.007160,0.008058,0.014961,0.014139,0.015132,0.014673,0.016274,0.016169,0.012941,0.012401,0.013137,0.013006,0.014438,0.014673,0.011909,0.011765,0.012122,0.012401,0.013522,0.014139,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014139,0.012332,0.011981,0.010293,0.010858,0.009516,0.011545,0.009782,0.008769,0.007039,0.007160,0.005846,0.009869,0.008370,0.006404,0.004891,0.003922,0.002923,0.016638,0.015132,0.014847,0.013522,0.013957,0.012941,0.014497,0.013137,0.012401,0.011245,0.011321,0.010539,0.013202,0.012122,0.010858,0.010041,0.009606,0.009243
0.014438,0.013202,0.013896,0.013006,0.014438,0.013957,0.011909,0.010858,0.011245,0.010620,0.011909,0.011765,0.010293,0.009606,0.009516,0.009335,0.010293,0.010620,0.011471,0.009869,0.010779,0.009606,0.011471,0.010858,0.008058,0.006404,0.007039,0.005990,0.008058,0.007843,0.005390,0.003922,0.003697,0.003202,0.005390,0.005990,0.014673,0.013710,0.014139,0.013522,0.014673,0.014438,0.013006,0.012332,0.012401,0.012122,0.013006,0.013137,0.012401,0.012122,0.011765,0.011909,0.012401,0.012941,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014079,0.012401,0.012332,0.010858,0.011692,0.010620,0.011471,0.009869,0.009243,0.007843,0.008370,0.007509,0.009782,0.008472,0.007039,0.005990,0.005846,0.005546,0.014615,0.013006,0.012941,0.011545,0.012332,0.011321,0.012122,0.010620,0.010041,0.008769,0.009243,0.008472,0.010539,0.009335,0.008058,0.007160,0.007039,0.006792
0.015686,0.014438,0.014847,0.013896,0.015018,0.014438,0.013395,0.012332,0.012401,0.011692,0.012606,0.012332,0.011981,0.011245,0.010858,0.010539,0.011092,0.011245,0.011765,0.010041,0.010620,0.009243,0.010858,0.010041,0.008472,0.006665,0.006792,0.005390,0.007160,0.006665,0.005990,0.004335,0.003202,0.001849,0.003922,0.004335,0.015795,0.014673,0.014961,0.014139,0.015132,0.014673,0.013896,0.013006,0.012941,0.012401,0.013137,0.013006,0.012941,0.012401,0.011909,0.011765,0.012122,0.012401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015356,0.013710,0.013395,0.011909,0.012401,0.011245,0.013006,0.011471,0.010620,0.009243,0.009335,0.008370,0.011545,0.010293,0.008769,0.007733,0.007160,0.006665,0.014847,0.013137,0.012808,0.011245,0.011765,0.010539,0.012401,0.010779,0.009869,0.008370,0.008472,0.007395,0.010858,0.009516,0.007843,0.006665,0.005990,0.005390
0.015956,0.014497,0.014438,0.013202,0.013896,0.013006,0.013710,0.012401,0.011909,0.010858,0.011245,0.010620,0.012332,0.011321,0.010293,0.009606,0.009516,0.009335,0.013331,0.011545,0.011471,0.009869,0.010779,0.009606,0.010539,0.008769,0.008058,0.006404,0.007039,0.005990,0.008671,0.007160,0.005390,0.003922,0.003697,0.003202,0.016169,0.014961,0.014673,0.013710,0.014139,0.013522,0.014673,0.013710,0.013006,0.012332,0.012401,0.012122,0.014139,0.013522,0.012401,0.012122,0.011765,0.011909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015956,0.014497,0.014438,0.013202,0.013896,0.013006,0.013710,0.012401,0.011909,0.010858,0.011245,0.010620,0.012332,0.011321,0.010293,0.009606,0.009516,0.009335,0.013331,0.011545,0.011471,0.009869,0.010779,0.009606,0.010539,0.008769,0.008058,0.006404,0.007039,0.005990,0.008671,0.007160,0.005390,0.003922,0.003697,0.003202
0.017391,0.015956,0.015686,0.014438,0.014847,0.013896,0.015356,0.014079,0.013395,0.012332,0.012401,0.011692,0.014139,0.013137,0.011981,0.011245,0.010858,0.010539,0.013957,0.012122,0.011765,0.010041,0.010620,0.009243,0.011321,0.009516,0.008472,0.006665,0.006792,0.005390,0.009606,0.008058,0.005990,0.004335,0.003202,0.001849,0.017489,0.016169,0.015795,0.014673,0.014961,0.014139,0.015795,0.014673,0.013896,0.013006,0.012941,0.012401,0.014961,0.014139,0.012941,0.012401,0.011909,0.011765,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017391,0.015956,0.015686,0.014438,0.014847,0.013896,0.015356,0.014079,0.013395,0.012332,0.012401,0.011692,0.014139,0.013137,0.011981,0.011245,0.010858,0.010539,0.013957,0.012122,0.011765,0.010041,0.010620,0.009243,0.011321,0.009516,0.008472,0.006665,0.006792,0.005390,0.009606,0.008058,0.005990,0.004335,0.003202,0.001849
0.001849,0.003202,0.005390,0.006792,0.009243,0.010620,0.004335,0.005990,0.006665,0.008472,0.010041,0.011765,0.008058,0.009606,0.009516,0.011321,0.012122,0.013957,0.010539,0.010858,0.011692,0.012401,0.013896,0.014847,0.011245,0.011981,0.012332,0.013395,0.014438,0.015686,0.013137,0.014139,0.014079,0.015356,0.015956,0.017391,0.001849,0.003202,0.005390,0.006792,0.009243,0.010620,0.004335,0.005990,0.006665,0.008472,0.010041,0.011765,0.008058,0.009606,0.009516,0.011321,0.012122,0.013957,0.010539,0.010858,0.011692,0.012401,0.013896,0.014847,0.011245,0.011981,0.012332,0.013395,0.014438,0.015686,0.013137,0.014139,0.014079,0.015356,0.015956,0.017391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011765,0.011909,0.012401,0.012941,0.014139,0.014961,0.012401,0.012941,0.013006,0.013896,0.014673,0.015795,0.014139,0.014961,0.014673,0.015795,0.016169,0.017489
0.003202,0.003697,0.005990,0.007039,0.009606,0.010779,0.003922,0.005390,0.006404,0.008058,0.009869,0.011471,0.007160,0.008671,0.008769,0.010539,0.011545,0.013331,0.009335,0.009516,0.010620,0.011245,0.013006,0.013896,0.009606,0.010293,0.010858,0.011909,0.013202,0.014438,0.011321,0.012332,0.012401,0.013710,0.014497,0.015956,0.003202,0.003697,0.005990,0.007039,0.009606,0.010779,0.003922,0.005390,0.006404,0.008058,0.009869,0.011471,0.007160,0.008671,0.008769,0.010539,0.011545,0.013331,0.009335,0.009516,0.010620,0.011245,0.013006,0.013896,0.009606,0.010293,0.010858,0.011909,0.013202,0.014438,0.011321,0.012332,0.012401,0.013710,0.014497,0.015956,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011909,0.011765,0.012122,0.012401,0.013522,0.014139,0.012122,0.012401,0.012332,0.013006,0.013710,0.014673,0.013522,0.014139,0.013710,0.014673,0.014961,0.016169
0.005390,0.005990,0.007395,0.008472,0.010539,0.011765,0.006665,0.007843,0.008370,0.009869,0.011245,0.012808,0.009516,0.010858,0.010779,0.012401,0.013137,0.014847,0.006665,0.007160,0.008370,0.009335,0.011245,0.012401,0.007733,0.008769,0.009243,0.010620,0.011909,0.013395,0.010293,0.011545,0.011471,0.013006,0.013710,0.015356,0.004335,0.003922,0.006665,0.007160,0.010041,0.010858,0.001849,0.003202,0.005390,0.006792,0.009243,0.010620,0.004335,0.005990,0.006665,0.008472,0.010041,0.011765,0.011245,0.011092,0.012332,0.012606,0.014438,0.015018,0.010539,0.010858,0.011692,0.012401,0.013896,0.014847,0.011245,0.011981,0.012332,0.013395,0.014438,0.015686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012401,0.012122,0.011765,0.011909,0.012401,0.012941,0.013006,0.013137,0.012401,0.012941,0.013006,0.013896,0.014673,0.015132,0.014139,0.014961,0.014673,0.015795
